action_code,actor,actor_role,camera_movement,changed,clip_end_frame,clip_start_frame,criterion,description,end_direction,end_frame,example_id,mind_change,rank,retraction_direction_code,start_direction,start_frame,target_context_1,target_context_2,target_structure,tool_type,triplet,video_id
DISSECT,right,,,,1500,900,C2,"The maryland dissects around the cystic duct, between presumed cystic duct and presumed cystic artery.",,1200,23643717-6c56-49ef-8761-29b64ca47a6d__C2__avg__c_000900_001500,unsatisfied->satisfied,1,,,1140,between presumed cystic duct and presumed cystic artery,(not set),CysticDuct,Maryland,"[""Maryland"", ""DISSECT"", ""CysticDuct""]",23643717-6c56-49ef-8761-29b64ca47a6d
DISSECT,right,,,,1500,900,C2,"The maryland dissects around the cystic artery, between cystic artery and cystic plate.",,1500,23643717-6c56-49ef-8761-29b64ca47a6d__C2__avg__c_000900_001500,unsatisfied->satisfied,1,,,1230,between cystic artery and cystic plate,(not set),CysticArtery,Maryland,"[""Maryland"", ""DISSECT"", ""CysticArtery""]",23643717-6c56-49ef-8761-29b64ca47a6d
,left,,,no,300,0,C3,The grasper keeps the gallbladder neck retracted lateral.,lateral,300,23643717-6c56-49ef-8761-29b64ca47a6d__C3__avg__c_000000_000300,unsatisfied->satisfied,1,KEEP_RETRACT_LATERAL,lateral,0,,,,,,23643717-6c56-49ef-8761-29b64ca47a6d
DISSECT,right,,,,300,0,C3,"The maryland dissects around the hepatocystic triangle, near cystic duct, and near the base of the hepatocystic triangle.",,300,23643717-6c56-49ef-8761-29b64ca47a6d__C3__avg__c_000000_000300,unsatisfied->satisfied,3,,,0,near cystic duct,near the base of the hepatocystic triangle,HepatocysticTriangle,Maryland,"[""Maryland"", ""DISSECT"", ""HepatocysticTriangle""]",23643717-6c56-49ef-8761-29b64ca47a6d
CAMERA_NO_CHANGE,camera,,CAMERA_NO_CHANGE,,300,0,C3,The camera does not change.,,300,23643717-6c56-49ef-8761-29b64ca47a6d__C3__avg__c_000000_000300,unsatisfied->satisfied,2,,,0,,,,,,23643717-6c56-49ef-8761-29b64ca47a6d
,left,,,yes,2250,1500,C1,The grasper retracts the gallbladder neck from upward to lateral.,lateral,1770,23823c8c-b3d2-48db-b1e0-660ac006dd25__C1__avg__c_001500_002250,unsatisfied->satisfied,2,RETRACT_UPWARD_TO_LATERAL,upward,1740,,,,,,23823c8c-b3d2-48db-b1e0-660ac006dd25
sweeping,right,,,,2250,1500,C1,The maryland sweeping the hepatocystic triangle.,,1710,23823c8c-b3d2-48db-b1e0-660ac006dd25__C1__avg__c_001500_002250,unsatisfied->satisfied,1,,,1500,(not set),(not set),HepatocysticTriangle,Maryland,"[""Maryland"", ""sweeping"", ""HepatocysticTriangle""]",23823c8c-b3d2-48db-b1e0-660ac006dd25
CAMERA_ZOOM_OUT,camera,,CAMERA_ZOOM_OUT,,2250,1500,C1,The camera zooms out.,,1800,23823c8c-b3d2-48db-b1e0-660ac006dd25__C1__avg__c_001500_002250,unsatisfied->satisfied,3,,,1770,,,,,,23823c8c-b3d2-48db-b1e0-660ac006dd25
,left,,,no,750,450,C2,The grasper keeps the gallbladder neck retracted lateral.,lateral,750,23823c8c-b3d2-48db-b1e0-660ac006dd25__C2__avg__c_000450_000750,unsatisfied->satisfied,1,KEEP_RETRACT_LATERAL,lateral,450,,,,,,23823c8c-b3d2-48db-b1e0-660ac006dd25
DISSECT,right,,,,750,450,C2,"The maryland dissects around the hepatocystic triangle, between presumed cystic duct and presumed cystic artery.",,510,23823c8c-b3d2-48db-b1e0-660ac006dd25__C2__avg__c_000450_000750,unsatisfied->satisfied,2,,,450,between presumed cystic duct and presumed cystic artery,(not set),HepatocysticTriangle,Maryland,"[""Maryland"", ""DISSECT"", ""HepatocysticTriangle""]",23823c8c-b3d2-48db-b1e0-660ac006dd25
DISSECT,right,,,,750,450,C2,"The maryland dissects around the hepatocystic triangle, between cystic artery and cystic plate.",,600,23823c8c-b3d2-48db-b1e0-660ac006dd25__C2__avg__c_000450_000750,unsatisfied->satisfied,2,,,570,between cystic artery and cystic plate,(not set),HepatocysticTriangle,Maryland,"[""Maryland"", ""DISSECT"", ""HepatocysticTriangle""]",23823c8c-b3d2-48db-b1e0-660ac006dd25
DISSECT,right,,,,750,450,C2,"The maryland dissects around the hepatocystic triangle, between presumed cystic duct and presumed cystic artery.",,750,23823c8c-b3d2-48db-b1e0-660ac006dd25__C2__avg__c_000450_000750,unsatisfied->satisfied,2,,,690,between presumed cystic duct and presumed cystic artery,(not set),HepatocysticTriangle,Maryland,"[""Maryland"", ""DISSECT"", ""HepatocysticTriangle""]",23823c8c-b3d2-48db-b1e0-660ac006dd25
,left,,,no,1350,900,C1,The grasper keeps the gallbladder neck retracted upward.,upward,1350,24ad0a4b-903d-44d3-b74b-c7fb5f906ec0__C1__avg__c_000900_001350,unsatisfied->satisfied,2,KEEP_RETRACT_UPWARD,upward,900,,,,,,24ad0a4b-903d-44d3-b74b-c7fb5f906ec0
DISSECT,right,,,,1350,900,C1,"The maryland dissects around the cystic artery, between presumed cystic duct and presumed cystic artery.",,1350,24ad0a4b-903d-44d3-b74b-c7fb5f906ec0__C1__avg__c_000900_001350,unsatisfied->satisfied,1,,,900,between presumed cystic duct and presumed cystic artery,(not set),CysticArtery,Maryland,"[""Maryland"", ""DISSECT"", ""CysticArtery""]",24ad0a4b-903d-44d3-b74b-c7fb5f906ec0
CAMERA_REPOSITION,camera,,CAMERA_REPOSITION,,2400,1950,C1,The camera repositions.,,2190,24ad0a4b-903d-44d3-b74b-c7fb5f906ec0__C1__avg__c_001950_002400,unsatisfied->satisfied,1,,,2130,,,,,,24ad0a4b-903d-44d3-b74b-c7fb5f906ec0
,left,,,no,1350,900,C1,The grasper keeps the gallbladder neck retracted upward.,upward,1350,271401a1-821f-46ce-9895-41d4da92c568__C1__avg__c_000900_001350,unsatisfied->satisfied,2,KEEP_RETRACT_UPWARD,upward,900,,,,,,271401a1-821f-46ce-9895-41d4da92c568
DISSECT,right,,,,1350,900,C1,"The hook dissects around the cystic duct, on the outside of cystic duct.",,1170,271401a1-821f-46ce-9895-41d4da92c568__C1__avg__c_000900_001350,unsatisfied->satisfied,1,,,900,on the outside of cystic duct,(not set),CysticDuct,Hook,"[""Hook"", ""DISSECT"", ""CysticDuct""]",271401a1-821f-46ce-9895-41d4da92c568
DISSECT,right,,,,1350,900,C1,"The hook dissects around the hepatocystic triangle, between presumed cystic duct and presumed cystic artery.",,1350,271401a1-821f-46ce-9895-41d4da92c568__C1__avg__c_000900_001350,unsatisfied->satisfied,1,,,1170,between presumed cystic duct and presumed cystic artery,(not set),HepatocysticTriangle,Hook,"[""Hook"", ""DISSECT"", ""HepatocysticTriangle""]",271401a1-821f-46ce-9895-41d4da92c568
CAMERA_REPOSITION,camera,,CAMERA_REPOSITION,,1350,900,C1,The camera repositions.,,1230,271401a1-821f-46ce-9895-41d4da92c568__C1__avg__c_000900_001350,unsatisfied->satisfied,3,,,1110,,,,,,271401a1-821f-46ce-9895-41d4da92c568
,left,,,no,1950,1650,C1,The grasper keeps the gallbladder neck retracted lateral.,lateral,1950,271401a1-821f-46ce-9895-41d4da92c568__C1__avg__c_001650_001950,unsatisfied->satisfied,4,KEEP_RETRACT_LATERAL,lateral,1650,,,,,,271401a1-821f-46ce-9895-41d4da92c568
DISSECT,right,,,,1950,1650,C1,"The hook dissects around the hepatocystic triangle, between presumed cystic duct and presumed cystic artery.",,1800,271401a1-821f-46ce-9895-41d4da92c568__C1__avg__c_001650_001950,unsatisfied->satisfied,1,,,1650,between presumed cystic duct and presumed cystic artery,(not set),HepatocysticTriangle,Hook,"[""Hook"", ""DISSECT"", ""HepatocysticTriangle""]",271401a1-821f-46ce-9895-41d4da92c568
TOOL_WITHDRAW_UNBLOCKS_VIEW,right,,,,1950,1650,C1,The hook tool withdraw unblocks view the hepatocystic triangle.,,1950,271401a1-821f-46ce-9895-41d4da92c568__C1__avg__c_001650_001950,unsatisfied->satisfied,3,,,1650,(not set),(not set),HepatocysticTriangle,Hook,"[""Hook"", ""TOOL_WITHDRAW_UNBLOCKS_VIEW"", ""HepatocysticTriangle""]",271401a1-821f-46ce-9895-41d4da92c568
CAMERA_ZOOM_OUT,camera,,CAMERA_ZOOM_OUT,,1950,1650,C1,The camera zooms out.,,1950,271401a1-821f-46ce-9895-41d4da92c568__C1__avg__c_001650_001950,unsatisfied->satisfied,2,,,1800,,,,,,271401a1-821f-46ce-9895-41d4da92c568
,left,,,no,1350,900,C2,The grasper keeps the gallbladder neck retracted lateral.,lateral,1350,271401a1-821f-46ce-9895-41d4da92c568__C2__avg__c_000900_001350,unsatisfied->satisfied,2,KEEP_RETRACT_LATERAL,lateral,900,,,,,,271401a1-821f-46ce-9895-41d4da92c568
DISSECT,right,,,,1350,900,C2,"The hook dissects around the cystic duct, on the outside of cystic duct.",,1170,271401a1-821f-46ce-9895-41d4da92c568__C2__avg__c_000900_001350,unsatisfied->satisfied,1,,,900,on the outside of cystic duct,(not set),CysticDuct,Hook,"[""Hook"", ""DISSECT"", ""CysticDuct""]",271401a1-821f-46ce-9895-41d4da92c568
DISSECT,right,,,,1350,900,C2,"The hook dissects around the hepatocystic triangle, between presumed cystic duct and presumed cystic artery.",,1350,271401a1-821f-46ce-9895-41d4da92c568__C2__avg__c_000900_001350,unsatisfied->satisfied,1,,,1230,between presumed cystic duct and presumed cystic artery,(not set),HepatocysticTriangle,Hook,"[""Hook"", ""DISSECT"", ""HepatocysticTriangle""]",271401a1-821f-46ce-9895-41d4da92c568
CAMERA_REPOSITION,camera,,CAMERA_REPOSITION,,1350,900,C2,The camera repositions.,,1260,271401a1-821f-46ce-9895-41d4da92c568__C2__avg__c_000900_001350,unsatisfied->satisfied,3,,,1110,,,,,,271401a1-821f-46ce-9895-41d4da92c568
,left,,,no,1950,1800,C2,The grasper keeps the gallbladder neck retracted lateral.,lateral,1950,271401a1-821f-46ce-9895-41d4da92c568__C2__avg__c_001800_001950,unsatisfied->satisfied,2,KEEP_RETRACT_LATERAL,lateral,1800,,,,,,271401a1-821f-46ce-9895-41d4da92c568
DISSECT,right,,,,1950,1800,C2,"The hook dissects around the hepatocystic triangle, between presumed cystic duct and presumed cystic artery.",,1800,271401a1-821f-46ce-9895-41d4da92c568__C2__avg__c_001800_001950,unsatisfied->satisfied,1,,,1800,between presumed cystic duct and presumed cystic artery,(not set),HepatocysticTriangle,Hook,"[""Hook"", ""DISSECT"", ""HepatocysticTriangle""]",271401a1-821f-46ce-9895-41d4da92c568
TOOL_WITHDRAW_UNBLOCKS_VIEW,right,,,,1950,1800,C2,The hook tool withdraw unblocks view the hepatocystic triangle.,,1830,271401a1-821f-46ce-9895-41d4da92c568__C2__avg__c_001800_001950,unsatisfied->satisfied,4,,,1800,(not set),(not set),HepatocysticTriangle,Hook,"[""Hook"", ""TOOL_WITHDRAW_UNBLOCKS_VIEW"", ""HepatocysticTriangle""]",271401a1-821f-46ce-9895-41d4da92c568
CAMERA_ZOOM_OUT,camera,,CAMERA_ZOOM_OUT,,1950,1800,C2,The camera zooms out.,,1950,271401a1-821f-46ce-9895-41d4da92c568__C2__avg__c_001800_001950,unsatisfied->satisfied,3,,,1800,,,,,,271401a1-821f-46ce-9895-41d4da92c568
,left,,,yes,750,300,C1,The grasper retracts the gallbladder neck from medial to lateral.,lateral,540,27ea28e2-4ac8-45b4-a62d-3c4f22038188__C1__avg__c_000300_000750,unsatisfied->satisfied,2,RETRACT_MEDIAL_TO_LATERAL,medial,510,,,,,,27ea28e2-4ac8-45b4-a62d-3c4f22038188
DISSECT,right,,,,750,300,C1,"The hook dissects around the hepatocystic triangle, between presumed cystic duct and presumed cystic artery, and near the base of the hepatocystic triangle.",,570,27ea28e2-4ac8-45b4-a62d-3c4f22038188__C1__avg__c_000300_000750,unsatisfied->satisfied,1,,,390,between presumed cystic duct and presumed cystic artery,near the base of the hepatocystic triangle,HepatocysticTriangle,Hook,"[""Hook"", ""DISSECT"", ""HepatocysticTriangle""]",27ea28e2-4ac8-45b4-a62d-3c4f22038188
CAMERA_REPOSITION,camera,,CAMERA_REPOSITION,,750,300,C1,The camera repositions.,,600,27ea28e2-4ac8-45b4-a62d-3c4f22038188__C1__avg__c_000300_000750,unsatisfied->satisfied,3,,,450,,,,,,27ea28e2-4ac8-45b4-a62d-3c4f22038188
CAMERA_ZOOM_OUT,camera,,CAMERA_ZOOM_OUT,,750,300,C1,The camera zooms out.,,750,27ea28e2-4ac8-45b4-a62d-3c4f22038188__C1__avg__c_000300_000750,unsatisfied->satisfied,3,,,600,,,,,,27ea28e2-4ac8-45b4-a62d-3c4f22038188
,left,,,yes,750,0,C2,The grasper retracts the gallbladder neck from lateral to medial.,medial,210,27ea28e2-4ac8-45b4-a62d-3c4f22038188__C2__avg__c_000000_000750,unsatisfied->satisfied,2,RETRACT_LATERAL_TO_MEDIAL,lateral,30,,,,,,27ea28e2-4ac8-45b4-a62d-3c4f22038188
,left,,,yes,750,0,C2,The grasper retracts the gallbladder neck from medial to lateral.,lateral,570,27ea28e2-4ac8-45b4-a62d-3c4f22038188__C2__avg__c_000000_000750,unsatisfied->satisfied,3,RETRACT_MEDIAL_TO_LATERAL,medial,510,,,,,,27ea28e2-4ac8-45b4-a62d-3c4f22038188
DISSECT,right,,,,750,0,C2,"The hook dissects around the hepatocystic triangle, between presumed cystic duct and presumed cystic artery.",,30,27ea28e2-4ac8-45b4-a62d-3c4f22038188__C2__avg__c_000000_000750,unsatisfied->satisfied,1,,,0,between presumed cystic duct and presumed cystic artery,(not set),HepatocysticTriangle,Hook,"[""Hook"", ""DISSECT"", ""HepatocysticTriangle""]",27ea28e2-4ac8-45b4-a62d-3c4f22038188
DISSECT,right,,,,750,0,C2,The hook dissects around the hepatocystic triangle.,,90,27ea28e2-4ac8-45b4-a62d-3c4f22038188__C2__avg__c_000000_000750,unsatisfied->satisfied,1,,,90,(not set),(not set),HepatocysticTriangle,Hook,"[""Hook"", ""DISSECT"", ""HepatocysticTriangle""]",27ea28e2-4ac8-45b4-a62d-3c4f22038188
DISSECT,right,,,,750,0,C2,The hook dissects around the hepatocystic triangle.,,570,27ea28e2-4ac8-45b4-a62d-3c4f22038188__C2__avg__c_000000_000750,unsatisfied->satisfied,1,,,240,(not set),(not set),HepatocysticTriangle,Hook,"[""Hook"", ""DISSECT"", ""HepatocysticTriangle""]",27ea28e2-4ac8-45b4-a62d-3c4f22038188
CAMERA_ZOOM_OUT,camera,,CAMERA_ZOOM_OUT,,750,0,C2,The camera zooms out.,,750,27ea28e2-4ac8-45b4-a62d-3c4f22038188__C2__avg__c_000000_000750,unsatisfied->satisfied,4,,,600,,,,,,27ea28e2-4ac8-45b4-a62d-3c4f22038188
,left,,,yes,2100,1800,C2,The grasper retracts the gallbladder neck from not retracted to lateral.,lateral,2100,27ea28e2-4ac8-45b4-a62d-3c4f22038188__C2__avg__c_001800_002100,unsatisfied->satisfied,1,RETRACT_LATERAL,not_retracted,1800,,,,,,27ea28e2-4ac8-45b4-a62d-3c4f22038188
,left,,,yes,450,0,C3,The grasper retracts the gallbladder neck from lateral to medial.,medial,270,27ea28e2-4ac8-45b4-a62d-3c4f22038188__C3__avg__c_000000_000450,unsatisfied->satisfied,2,RETRACT_LATERAL_TO_MEDIAL,lateral,30,,,,,,27ea28e2-4ac8-45b4-a62d-3c4f22038188
DISSECT,right,,,,450,0,C3,"The hook dissects around the hepatocystic triangle, between presumed cystic duct and presumed cystic artery.",,30,27ea28e2-4ac8-45b4-a62d-3c4f22038188__C3__avg__c_000000_000450,unsatisfied->satisfied,1,,,0,between presumed cystic duct and presumed cystic artery,(not set),HepatocysticTriangle,Hook,"[""Hook"", ""DISSECT"", ""HepatocysticTriangle""]",27ea28e2-4ac8-45b4-a62d-3c4f22038188
DISSECT,right,,,,450,0,C3,The hook dissects around the hepatocystic triangle.,,90,27ea28e2-4ac8-45b4-a62d-3c4f22038188__C3__avg__c_000000_000450,unsatisfied->satisfied,1,,,90,(not set),(not set),HepatocysticTriangle,Hook,"[""Hook"", ""DISSECT"", ""HepatocysticTriangle""]",27ea28e2-4ac8-45b4-a62d-3c4f22038188
DISSECT,right,,,,450,0,C3,The hook dissects around the hepatocystic triangle.,,450,27ea28e2-4ac8-45b4-a62d-3c4f22038188__C3__avg__c_000000_000450,unsatisfied->satisfied,1,,,240,(not set),(not set),HepatocysticTriangle,Hook,"[""Hook"", ""DISSECT"", ""HepatocysticTriangle""]",27ea28e2-4ac8-45b4-a62d-3c4f22038188
,left,,,yes,900,450,C1,The grasper retracts the gallbladder neck from upward to lateral.,lateral,720,280aaeb3-c03c-4fe5-92ba-1e68ac5c2a45__C1__avg__c_000450_000900,unsatisfied->satisfied,2,RETRACT_UPWARD_TO_LATERAL,upward,660,,,,,,280aaeb3-c03c-4fe5-92ba-1e68ac5c2a45
DISSECT,right,,,,900,450,C1,The hook dissects around the hepatocystic triangle.,,660,280aaeb3-c03c-4fe5-92ba-1e68ac5c2a45__C1__avg__c_000450_000900,unsatisfied->satisfied,1,,,450,(not set),(not set),HepatocysticTriangle,Hook,"[""Hook"", ""DISSECT"", ""HepatocysticTriangle""]",280aaeb3-c03c-4fe5-92ba-1e68ac5c2a45
DISSECT,right,,,,900,450,C1,"The hook dissects around the cystic duct, between presumed cystic duct and presumed cystic artery.",,900,280aaeb3-c03c-4fe5-92ba-1e68ac5c2a45__C1__avg__c_000450_000900,unsatisfied->satisfied,1,,,720,between presumed cystic duct and presumed cystic artery,(not set),CysticDuct,Hook,"[""Hook"", ""DISSECT"", ""CysticDuct""]",280aaeb3-c03c-4fe5-92ba-1e68ac5c2a45
,left,,,yes,900,450,C2,The grasper retracts the gallbladder neck from upward to lateral.,lateral,720,280aaeb3-c03c-4fe5-92ba-1e68ac5c2a45__C2__avg__c_000450_000900,unsatisfied->satisfied,2,RETRACT_UPWARD_TO_LATERAL,upward,660,,,,,,280aaeb3-c03c-4fe5-92ba-1e68ac5c2a45
DISSECT,right,,,,900,450,C2,"The hook dissects around the hepatocystic triangle, between presumed cystic duct and presumed cystic artery.",,660,280aaeb3-c03c-4fe5-92ba-1e68ac5c2a45__C2__avg__c_000450_000900,unsatisfied->satisfied,1,,,450,between presumed cystic duct and presumed cystic artery,(not set),HepatocysticTriangle,Hook,"[""Hook"", ""DISSECT"", ""HepatocysticTriangle""]",280aaeb3-c03c-4fe5-92ba-1e68ac5c2a45
DISSECT,right,,,,900,450,C2,"The hook dissects around the cystic duct, between presumed cystic duct and presumed cystic artery.",,900,280aaeb3-c03c-4fe5-92ba-1e68ac5c2a45__C2__avg__c_000450_000900,unsatisfied->satisfied,1,,,720,between presumed cystic duct and presumed cystic artery,(not set),CysticDuct,Hook,"[""Hook"", ""DISSECT"", ""CysticDuct""]",280aaeb3-c03c-4fe5-92ba-1e68ac5c2a45
